"""G""EOGRAPHY",800,This district of Switzerland's Fribourg Canyon is famous for the cheese it originated,Gruyere
"""G""EOGRAPHY",100,This sacred river flows through Bangladesh before emptying into the Bay of Bengal,Ganges
"""G""EOGRAPHY",200,2 rocks known as the Pillars of Hercules  flank the eastern end of this strait,Gibraltar
"""G""EOGRAPHY",400,"The name of this Asian desert is Mongolian for ""place without water""",Gobi
"""G""EOGRAPHY",400,The Netherlands' largest market square is in this town known for its cheese,Gouda
"""G""EOGRAPHY",600,John Cabot was one of the famous explorers from this Italian city,Genoa
"""G""EOGRAPHY",800,This Polish city known for its shipyards is part of a tri-city area with Gdynia & Sopot,Gdansk
"""G""EOGRAPHY",600,This U.S. territory in the Marianas Islands was first claimed by Spain in 1565,Guam
"""T"" TIME",400,"Lay-deez annnd gentlemen! To ""walk"" this slender item means to tread carefully",tightrope
"""T"" TIME",800,"Left pinky makes ""A"" & right index makes ""J"" in this activity",typing
"""T"" TIME",400,The name of this mushroom implies that it's a seat for an amphibian,Toadstool
"""T"" TIME",800,Even the women in this country are called Turkmen,Turkmenistan
"""T"" TIME",400,Dipsy is the green one of these characters on PBS,Teletubby
"""T"" TIME",600,This small Arizona city is home to Boot Hill Graveyard & the O.K. Corral,Tombstone
"""T"" TIME",200,Guinness reports that in one hour Al Gliniecki tied 833 cherry stems into knots with this part of his body,Tongue
"""T"" TIME",400,It's a British term for molasses & a synonym for sickeningly sweet sentimentality,Treacle
"""T"" TIME",400,"The ""T"" in ATM is this employee whom you don't need if you use an ATM",teller
"""T"" TIME",400,"Scrabble playing pieces are called ""letter"" ones",tiles
"""T"" TIME",400,Your body's metabolism is regulated by hormones from this gland,yroid
"""T"" TIME",400,"This word for any house of worship is from the Latin for ""tent""; the Mormon one is famous for its choir",tabernacle
"""T"" TIME",300,It follows talk & precedes trot,Turkey
"""V""OCABULARY",100,It's the sign you hope to see when looking for a hotel room on the spur of the moment,Vacancy
"""V""OCABULARY",400,In the Middle Ages it was a person who held land from a feudal lord & owed allegiance to him,Vassal
"""V""OCABULARY",200,It's an inoculation against a particular disease,vaccination
"""V""OCABULARY",600,One kind of computer simulation is called this type of reality,virtual
"""V""OCABULARY",500,"This synonym of ""speed"" comes from the Latin for ""speed""",velocity
"""V""OCABULARY",200,"He speaks for a ""dummy""",Ventriliquist
"""V""OCABULARY",300,A peeping Tom,Voyeur
"""V""OCABULARY",400,It's the proper term for a person who makes or sells wine,Vintner
"""V""OCABULARY",500,It's a room in the church where the clergy put on their robes,Vestry
"""V""OCABULARY",200,"Common term for the ""bad guy"" in a play or novel",Villain
"""V""OCABULARY",400,This word is often used to designate a school's first-string sports team,Varsity
"""V""OCABULARY",800,It can refer to a boat or a bowl,Vessel
"""W""ORDS",100,The vernal equinox signals the end of this in the Northern Hemisphere,Winter
"""W""ORDS",200,Walk like a duck,Waddle
"""W""ORDS",500,"The American elk is something referred to by this Indian name meaning ""white rump""",wapiti
"""W""ORDS",100,It's the part of a candle that you kindle,Wick
"""W""ORDS",400,It's a small thin disk of unleavened bread used in the Eucharist,wafer
"""W""ORDS",800,Snout beetle is another name for the true type of this insect,weevil
"""W""ORDS",200,Some strive to have abs as hard & ripply as this laundry implement,washboards
"""W""ORDS",600,An eddy or a maelstrom,whirlpool
"""W""ORDS",200,This kitchen tool with coiled wires attached to a handle is used to make liquids thick & frothy,whisk
"""W""ORDS",800,A word used to escape making a definite commitment is named for this animal,weasel
10-LETTER WORDS,200,It's one's partner in crime,Accomplice
10-LETTER WORDS,800,Lionel Hampton's instrument,Vibraphone
10-LETTER WORDS,800,The tent that housed the Ark of the Covenant; today the Mormons have a big one in Salt Lake City,tabernacle
10-LETTER WORDS,200,It's the longest side of a right triangle,Hypotenuse
10-LETTER WORDS,300,This branch of medicine deals with the diseases & functions of the heart,Cardiology
10-LETTER WORDS,400,It's someone who helps carry the coffin at a funeral,pallbearer
10-LETTER WORDS,400,"This synonym for ""friendliness"" is what a friendly university gives a student to keep him alive",fellowship
10-LETTER WORDS,400,James Boswell was Samuel Johnson's,biographer
10-LETTER WORDS,400,"Superman knows it's from the Greek for ""mother city""",Metropolis
10-LETTER WORDS,800,The Book of Revelation,apocalypse
10-LETTER WORDS,400,The Internet or the online world,cyberspace
10-LETTER WORDS,800,It's another name for your clavicle,collarbone
10-LETTER WORDS,800,It's the oxymoronic longer term for a man on his wedding day,bridegroom
10-LETTER WORDS,800,This big adjective comes from Rabelais' giant king,gargantuan
10-LETTER WORDS,200,Horoscope maker,strologer
10-LETTER WORDS,400,Temperature scale,Fahrenheit
10-LETTER WORDS,600,Adjective for one who speaks English & 2 others,trilingual
10-LETTER WORDS,800,Not above,underneath
10-LETTER WORDS,800,A cafeteria on a movie studio lot,commissary
10-LETTER WORDS,200,It's the good book's last book,Revelation
10-LETTER WORDS,400,To pass off someone else's writing as your own,plagiarism
10-LETTER WORDS,600,"This synonym for ""basic"" is used to describe a type of school",elementary
10-LETTER WORDS,800,"This 10-letter adjective means ""winding"" or ""like a snake""",serpentine
10-LETTER WORDS,300,It's equal to .0394 inches,Millimeter
10-LETTER WORDS,400,It's the pigment that makes red blood cells red,Hemoglobin
10-LETTER WORDS,800,It describes food such as fruits & vegetables that are subject to spoilage,Perishable
10-LETTER WORDS,400,It's the glass above a car's dashboard,windshield
10-LETTER WORDS,800,To move a kidney from one body to another,transplant
10-LETTER WORDS,100,It's any fitting fabric for furniture,upholstery
10-LETTER WORDS,400,10-letter word usually spoken when standing with hand over heart before a U.S. flag,allegiance
10-LETTER WORDS,400,A child who shares his date of birth with 4 of his siblings,quintuplet
10-LETTER WORDS,400,Colorful term for a person who forges objects of iron,blacksmith
10-LETTER WORDS,600,This term for a competent but undistinguished craftsman sounds like a person who takes lots of trips,Journeyman
10-LETTER WORDS,800,"Title adjective for Anne Tyler's ""Tourist""",Accidental
10-LETTER WORDS,400,Mercy killing,euthanasia
10-LETTER WORDS,400,"I'm going to use my power of this to tell you it's from the Latin for ""supplying a hint""",suggestion
10-LETTER WORDS,200,The wife of one's dad by a later marriage (& she's not necessarily wicked!),stepmother
10-LETTER WORDS,400,This bird of the family Picidae uses its chisel-like bill to hammer into trees for food,woodpecker
10-LETTER WORDS,600,There are 360 members of the famous Mormon this Choir,Tabernacle
11-LETTER WORDS,600,Don't complain to your waiter that your soup is cold if you're served this French potato soup,Vichysoisse
11-LETTER WORDS,200,Breathing in & out,Respiration
11-LETTER WORDS,300,The scientific study of birds,Ornithology
11-LETTER WORDS,400,A fashion or fad maker,Trendsetter
11-LETTER WORDS,500,British weight system based on a pound equal to 453.59 grams or 16 ounces,Avoirdupois
11-LETTER WORDS,200,This slang word is a blend of fantastic & fabulous,fantabulous
11-LETTER WORDS,400,One who studies & researches family histories & pedigrees,genealogist
11-LETTER WORDS,800,11-letter name of the CIA service not suitable for those who like to talk about their jobs at parties,clandestine
11-LETTER WORDS,200,The author of a book with someone else's name on it instead,ghostwriter
11-LETTER WORDS,400,A vacuuming cannula is used in this body-reshaping surgery,liposuction
11-LETTER WORDS,800,1930s movies were sped up with this type of dialogue in which actors don't let each other finish,overlapping
11-LETTER WORDS,400,Evy. Wrd. Invlvd. Hre. Hs. Bn. Ths.,abbreviated
11-LETTER WORDS,800,Someone who practices weightlifting to develop his or her muscles & physical form,bodybuilder
12-LETTER WORDS,800,Class of a pro boxer topping out at 160 pounds,middleweight
12-LETTER WORDS,200,It's the type of party you throw to show off your new home,Housewarming
12-LETTER WORDS,600,Margaret Mead & Ruth Fulton Benedict's field,Anthropology
12-LETTER WORDS,600,A baby doctor,Pediatrician
12-LETTER WORDS,500,"In ""The Magic Flute"" this instrument provides the sounds of Papageno's magic bells",Glockenspiel
12-LETTER WORDS,400,It's a doctor whose specialty is operating on the brain & spinal cord,Neurosurgeon
12-LETTER WORDS,600,It's a doctor who operates on the brain,neurosurgeon
12-LETTER WORDS,100,They grow with the silver bells in Mary Mary's garden,Cockleshells
12-LETTER WORDS,200,"It's the sometimes high-""Pei-ing"" art of designing & erecting buildings",Architecture
12-LETTER WORDS,400,A pygmy one of these animals can weigh up to 600 pounds,Hippopotamus
12-LETTER WORDS,200,The person who usually answers the phone at an office,receptionist
12-LETTER WORDS,600,I'll take a pastrami on rye from one of these shops that sell ready-to-eat foods like meats & salads,delicatessen
12-LETTER WORDS,800,It's an adjective meaning cancer-causing,carcinogenic
12-LETTER WORDS,800,An archeologist who specializes in the land of the pharaohs & its artifacts,Egyptologist
12-LETTER WORDS,200,This state led the U.S. in the production of iron & steel for more than a century,Pennsylvania
12-LETTER WORDS,400,An individual between the ages of 60 & 70...not one who studies human reproduction,Sexagenarian
12-LETTER WORDS,800,12-letter word for a person who makes the type of item seen here: (map),Cartographer
12-LETTER WORDS,200,It's a break period between play acts when you can stretch your legs,Intermission
12-LETTER WORDS,400,Books consulted by an author in preparing his own book often appear on this list at the back of the book,Bibliography
12-LETTER WORDS,600,It's the use of essences & fragrances to alter mood & soothe the body,Aromatherapy
12-LETTER WORDS,800,Popular term for a company employee who works at home & transmits his data & documents by modem,Telecommuter
12-LETTER WORDS,200,Stereophonic times 2,quadraphonic
12-LETTER WORDS,300,"In other words this exclamation can be ""violin bows!""",fiddlesticks
12-LETTER WORDS,400,Kids could tell the post office the dinosaur called this on a stamp is actually an Apatosaurus,Brontosaurus
12-LETTER WORDS,200,Specific term for a person from 60 to 69 years old,sexagenarian
12-LETTER WORDS,400,To prepare a patient to return to normal life,rehabilitate
12-LETTER WORDS,600,"This curry-flavored soup takes its name from the Tamil for ""pepper water""",mulligatawny
12-LETTER WORDS,800,A part of the mind just under the surface from which feelings or thoughts can influence behavior,subconscious
13-LETTER WORDS,800,The enrichment of soil; Dad uses a spreader on the lawn,fertilization
13-LETTER WORDS,400,The female offspring of one of your own children,granddaughter
13-LETTER WORDS,800,The dietary practice of not eating meat or meat products,vegetarianism
13-LETTER WORDS,400,"It's the ""R"" of CPR",resuscitation
13-LETTER WORDS,200,"A ""dynamite"" medicine for hearts",nitroglycerin
13-LETTER WORDS,200,"In the 1930s both Chiang Kai-shek & Francisco Franco assumed this ""military"" title",generalissimo
13-LETTER WORDS,400,This adjective means forming right angles,perpendicular
13-LETTER WORDS,600,The name of a Florentine writer gave us this adjective meaning cunning & duplicitous,Machiavellian
13-LETTER WORDS,200,An attention-seeking person prone to taking off his or her clothes in public,exhibitionist
13-LETTER WORDS,400,A person from Harrisburg or Philadelphia,Pennsylvanian
13-LETTER WORDS,600,Fancy name for a drummer,percussionist
13-LETTER WORDS,400,It's the adjective for someone who irrationally fears black cats or a category like 13-letter words,superstitious
13-LETTER WORDS,600,Fowl is foul but pears are fair & peas should please a follower of this dietary practice,vegetarianism
13-LETTER WORDS,800,It's a more general term for an algebraist; that just about sums it up,mathematician
13-LETTER WORDS,200,LAX is classified as this type of airport,international
13-LETTER WORDS,400,Asian doctor who will needle you back into good health,acupuncturist
13-LETTER WORDS,800,In math it means at a right angle to the horizontal,perpendicular
13-LETTER WORDS,400,Adjective applied to some plastics because they disintegrate in nature,Biodegradable
13-LETTER WORDS,100,Any ability or accomplishment that makes a person suitable for a particular position or task,Qualification
13-LETTER WORDS,200,Vaduz is the capital of this 62 square mile principality nestled between Switzerland & Austria,Liechtenstein
13-LETTER WORDS,400,"The Book of Common Prayer says the peace of God ""Passeth All"" of this",Understanding
13-LETTER WORDS,200,Profession of Edgar Bergen or Shari Lewis,Ventriloquist
13-LETTER WORDS,400,This state's Middlesex County is its largest with a population of over 1.3 million,Massachusetts
13-LETTER WORDS,400,Calling HAZMAT!  It's the act of making something impure or polluted,contamination
13-LETTER WORDS,800,This word means to put off until another day or time,procrastinate
13-LETTER WORDS,200,It's someone who worries constantly about his health & often suffers from imaginary illnesses,hypochondriac
13-LETTER WORDS,400,Term for a college student who hasn't yet earned a degree,undergraduate
15-LETTER WORDS,400,Film industry position of the person who oversees the camerawork & the lighting,cinematographer
15-LETTER WORDS,200,The order of a pope who kicks you out of the flock,Excommunication
15-LETTER WORDS,800,An expert in Robert's Rules of Order,Parliamentarian
15-LETTER WORDS,200,It's putting off until tomorrow what you could have done three weeks ago,Procrastination
15-LETTER WORDS,400,"A William Bradford Huie novel & a Julie Andrews movie told about ""The"" this ""of Emily""",Americanization
15-LETTER WORDS,100,This personality conflict between husbands & wives is grounds for divorce in some states,Incompatibility
15-LETTER WORDS,200,It's the process of removing radioactive material from the body,Decontaminating
15-LETTER WORDS,400,This type of rumor lacks a basis in fact,Unsubstantiated
15-LETTER WORDS,800,"This process that makes someone more U.S. citizen-like happens to ""Emily"" in the title of a William Huie novel",Americanization
15-LETTER WORDS,200,Myopia,Nearsightedness
15-LETTER WORDS,400,This formal ecclesiastical censure deprives a person of membership in a church,Excommunication
15-LETTER WORDS,800,A film's director of photography often goes by this title,cinematographer
15-LETTER WORDS,400,This type of doctor will see how you see & see you now,ophthalmologist
15-LETTER WORDS,800,It's the removal of harmful substances such as radioactive material or poisonous gas from an area,decontamination
19th CENTURY AMERICA,200,The discovery of this in 1896 turned Seward's Folly into Seward's Good Fortune,gold
19th CENTURY AMERICA,400,The 1866 Civil Rights Act was passed over this president's veto,Johnson
19th CENTURY AMERICA,200,In 1895 Brooklyn ground to a halt when workers on these electric vehicles went on strike,Trolleys
19th CENTURY AMERICA,300,"Savannah's antebellum Green-Meldrim House was built for a wealthy dealer in this ""king""ly crop",Cotton
19th CENTURY AMERICA,400,In 1856 South Carolina Rep. Brooks gave Massachusetts Sen. Sumner a notorious beating with this,Cane
19th CENTURY AMERICA,500,"George Root inspired the Union forces with his song ""The Battle Cry of"" this",Freedom
19th CENTURY AMERICA,200,"In 1883 Mark Twain published his autobiographical ""Life on"" this river",Mississippi
19th CENTURY AMERICA,200,"""My Life on the Plains"" was an 1874 book by this ""boy general"" & Indian fighter",Custer
19TH CENTURY AMERICA,400,In 1856 John C. Fremont became this political party's first presidential nominee,Republican
19TH CENTURY AMERICA,800,The Black Hawk War of 1832 was an attempt by the Fox & this Indian tribe to regain land in Illinois,Sauk
19th CENTURY AMERICA,200,In February of 1895 the U.S. reserves of this were down to a dangerously low $41 million dollars,Gold
19th CENTURY AMERICA,600,This college was created in 1879 to provide instruction for women by the Harvard faculty,Radcliffe
19th CENTURY AMERICA,200,In 1816 this city replaced Chillicothe as capital of Ohio,Columbus
19th CENTURY AMERICA,300,"In 1838 a Mass. law banned sales of this in quantities of less than 15 gal. except for ""medicinal purposes""",alcohol
19TH CENTURY AMERICA,400,In 1839 the village of Waterloo was chosen as the Texas capital & its name was changed to this,Austin
19th CENTURY AMERICA,400,In 1868 Red Cloud agreed to accept for this tribe a reservation in the Dakota Territory nearly as big as Pennsylvania,Sioux
19th CENTURY AMERICA,600,(Jimmy of the Clue Crew at Marshall Gold Discovery Park)  James Marshall found gold in California on January 24 of this year; I guess it took a few months for news to spread,1848
19th CENTURY AMERICA,200,In 1835 the N.Y. Sun reported there were bat-winged creatures living on this heavenly body; it was a hoax,moon
19th CENTURY AMERICA,400,The National Republicans & Anti-Masons formed the nucleus of this party founded in the 1830s,Whigs
19th CENTURY AMERICA,800,In November 1881 Charles Guiteau went on trial for the assassination of this man,Garfield
19th CENTURY AMERICA,400,"Francis Scott Key penned ""The Star-Spangled Banner"" after watching the bombardment of Fort McHenry in this year",1814
19th CENTURY AMERICA,600,The Ferris wheel made its first rounds in 1893 at the World's Columbian Exposition in this city,Chicago
19th CENTURY AMERICA,400,A strike for better pay by the workers of the B&O in July 1877 soon spread to other companies in this industry,Railroads
19th CENTURY AMERICANS,400,"In 1839 he published ""Tales of the Grotesque and Arabesque""",Poe
19th CENTURY EUROPE,400,In 1845 seven Catholic cantons in this country formed a league known as the Sonderbund,Switzerland
19th CENTURY FICTION,400,This slave escapes with her son Harry across the ice floes of a river to reach the Ohio shore safely,Eliza
19th CENTURY FICTION,800,"A miser becomes rich in the Washington Irving story titled him ""and Tom Walker""",Devil
19th CENTURY FOOD & DRINK,100,Joseph & Edward Tetley opened a shop to sell this product in 1837,Tea
19th CENTURY HISTORY,200,In 1889 this island joined up with Tobago as a single colony,Trinidad
19th CENTURY HISTORY,600,In 1827 Allan Cunningham became the first European to explore this continent's Darling Downs,Australia
19th CENTURY INVENTIONS,400,Joseph Niepce  created the first permanent one of these images in 1826,photograph
19th CENTURY INVENTIONS,800,Elevators date back to Roman times; in 1853 he showed off his safety device so passengers could ride on them,Otis
19th CENTURY INVENTORS,800,He conceived the idea of his revolver pistol by observing a ship's capstan on a voyage to India in 1830,Colt
19th CENTURY LIT,200,The urbane Brazilian author Machado de Assis set most of his works among the wealthy of this city,Rio
19th CENTURY LIT,600,H.C. Andersen & this existentialist philosopher were contemporaries in 19th century Copenhagen,Kirkegaard
19th CENTURY LIT,800,"The 1867 stage melodrama ""Under the Gaslight"" featured a dramatic rescue from an oncoming one of these",train
19th CENTURY SENATORS BY STATE,400,John Quincy Adams,Massachusetts
20TH CENTURY AMERICA,200,A work week of this many days was not generally accepted until the 1930s,5
20th CENTURY AMERICAN ARTISTS,400,"Among his many sculptures are ""The Cowboy"" & ""Coming Through the Rye""",Remington
20TH CENTURY WOMEN,200,Michelle Triola's suit against Lee Marvin popularized this term for payment to a former live-in lover,Palimony
2-LETTER ABBREV.,200,Your DL is a form of this; it shows who you are & how old you are,ID
2-LETTER ABBREV.,800,Wolfman Jack made a name for himself as one of these,DJ
2-LETTER ABBREV.,200,"They ""Bring Good Things to Life""",GE
2-LETTER ABBREV.,400,In 1939 this organization introduced its 12-step program,AA
2-LETTER ABBREV.,200,...And one more thing--you tack it on to the end of a letter to tack on an extra thought,PS
2-LETTER ABBREV.,400,Condoleezza Rice earned hers from the University of Denver in 1974,B.A.
2-LETTER ABBREV.,200,Hey Joe!  It's informal for a U.S. soldier,G.I.
2-LETTER ABBREV.,400,IBM introduced it in 1981; now more than half of all U.S. homes have one,PC
2-LETTER ABBREV.,600,It's the room in school where they usually keep equipment like cassette recorders & slide projectors,AV
2-LETTER ABBREV.,800,It refers to fluids or drugs injected directly into a blood vessel,IV
2-LETTER WORDS,800,"""Ut"" used to be used for the first or key note of the musical scale; this has replaced it",do
2-LETTER WORDS,800,"In a proverb this word precedes ""fool like an old fool""",no
2-LETTER WORDS,400,"This Yiddishism means ""So?"" or ""Well?""",Nu
2-LETTER WORDS,300,Freud described it as the instinctive part of the personality,id
2-LETTER WORDS,100,"In song it's ""A name I call myself""",mi
2-LETTER WORDS,300,Bunyan's Babe was a blue one,Ox
2-LETTER WORDS,400,"It's what you ""get"" when you lose your job or your head",Ax
2-LETTER WORDS,400,"It often follows ""in"" to mean ""concerning""",re
2-LETTER WORDS,100,"People with a hidden agenda often have this ""to grind""",Ax
2-LETTER WORDS,200,"""Collect $200"" if you can name this Japanese game played with black & white counters on a checkered board",Go
2-LETTER WORDS,300,It's what Chicagoans call their above-the-street railroad,El
2-LETTER WORDS,400,It's the first word of the Golden Rule,Do
2-LETTER WORDS,500,It's Jupiter's third-largest moon,Io
2-LETTER WORDS,400,It's a key linking word in many similes,as
2-LETTER WORDS,400,This 1986 Stephen King bestseller features a demonic clown named Pennywise,It
2-LETTER WORDS,600,It's approximately equal to 3.14,pi
2-LETTER WORDS,400,"This & behold: it means ""see"" & is frequently used in Biblical expressions",lo
2-LETTER WORDS,400,On the condition that,if
2-LETTER WORDS,100,"2 ""ens"" in printing or Dorothy's Auntie",em
2-LETTER WORDS,200,"This word combines with ""Art"" to mean the abstract style of creating optical illusions",op
2-LETTER WORDS,400,This river begins near Monte Viso in the Cottian Alps & flows to the Adriatic Sea,Po
2-LETTER WORDS,500,In 1978 Barnard Hughes won a Tony as this title patriarch,Da
2-LETTER WORDS,200,"""Ut"" used to be used for the first or keynote of the musical scale; this has replaced it",Do
2-LETTER WORDS,400,"In TV show titles this name has stood alone & followed ""Mister""",Ed
2-LETTER WORDS,800,"The Random House Dictionary gives one definition of it as ""at bat""",up
2-LETTER WORDS,200,"A person who has a selfish reason for doing something has this tool ""to grind""",ax
2-LETTER WORDS,100,"It's a prefix meaning ""former"" but it's also used alone to describe a former spouse",Ex
2-LETTER WORDS,300,Freudian component of personality that seeks immediate gratification,Id
2-LETTER WORDS,400,"To be fired from a job is ""to get"" this bladed tool",ax
3-LETTER WORDS,400,Cows regurgitate this from the first stomach to the mouth & chew it again,cud
3-LETTER WORDS,100,A sacred sister,Nun
3-LETTER WORDS,400,Mantra for a unit of electrical resistance,ohm
3-LETTER WORDS,800,Feel sorry for a street in France,rue
3-LETTER WORDS,400,A cat might take this short sleep,Nap
3-LETTER WORDS,200,"An inexperienced person is this 'behind the ears""",wet
3-LETTER WORDS,200,"Steal from ""Peter to pay Paul""",rob
3-LETTER WORDS,400,A riotous crowd of people,mob
3-LETTER WORDS,100,An achievement is signified by a feather in this,Cap
3-LETTER WORDS,200,"When you get mad you might ""flip your lid"" or ""blow"" this",Top
3-LETTER WORDS,200,"Barnum & Bailey worked under a ""big"" one & we're not talkin' a spinning toy",top
3-LETTER WORDS,400,The part of the tongue that holds the names you just can't think of at the moment,tip
3-LETTER WORDS,600,It's a division of a Cub Scout pack,den
3-LETTER WORDS,200,Take a small drink,sip
3-LETTER WORDS,400,"It's the ""stiff upper"" projecting rim of a pitcher",lip
3-LETTER WORDS,200,An actor takes one during his curtain call,bow
3-LETTER WORDS,400,Throw away your oven & join Woody Harrelson in the movement for this type of food,raw
3-LETTER WORDS,800,"A politician taking the low road is said to ""sling"" this",mud
3-LETTER WORDS,400,"3-letter word used in the opening line to describe ""The Girl From Ipanema""",tan
3-LETTER WORDS,200,"""Low"" is another term for this Holstein holler",moo
3-LETTER WORDS,400,The projecting rim of a cup or pitcher,lip
3-LETTER WORDS,800,3-letter word for a short trip in a small aircraft,hop
3-LETTER WORDS,200,Before a race you might hear Ready...this...Go!!!,Set
3-LETTER WORDS,600,"It's where people go to ""work out""",gym
3-LETTER WORDS,800,It's the main ingredient in a candle,wax
3-LETTER WORDS,200,A junior reporter (& not just of Chicago baseball),Cub
3-LETTER WORDS,300,"Ed Ames' ""Runneth Over With Love""",Cup
3-LETTER WORDS,400,To udderly intimidate someone,Cow
3-LETTER WORDS,100,It's one layer of toilet paper or wood,Ply
3-LETTER WORDS,500,It equals 1/1000th of an inch,Mil
3-LETTER WORDS,200,For 5 & 7 it's 12,sum
3-LETTER WORDS,200,"It's where flowers ""sleep""",bed
3-LETTER WORDS,400,A flipper or a fiver,fin
3-LETTER WORDS,600,A grown-up acorn,oak
3-LETTER WORDS,800,To question,ask
3-LETTER WORDS,400,"This word for a buddy or chum is often followed by ""around""",pal
3-LETTER WORDS,200,It comes between ready & fire!,aim
3-LETTER WORDS,400,"It means ""a male swan""; it's also what you eat corn on",cob
3-LETTER WORDS,400,"It often comes before ""and miss""",hit
3-LETTER WORDS,800,Ocular term for a new shoot on a potato,eye
3-LETTER WORDS,200,"With this type of ear you ""can"" not appreciate good music",Tin
3-LETTER WORDS,600,Sing with your lips shut,hum
3-LETTER WORDS,800,Unnaturally pale... two... three,wan
3-LETTER WORDS,400,It's the elongated core in which the grains of an ear of corn are embedded,cob
3-LETTER WORDS,800,A confused & noisy clamor,din
3-LETTER WORDS,200,Honey-making hive homey,bee
3-LETTER WORDS,400,Wynken & Blynken's buddy,Nod
3-LETTER WORDS,100,It can be a female hare as well as a female deer,Doe
3-LETTER WORDS,300,A short written version of your life,Bio
3-LETTER WORDS,400,It can be the fluffy fashion accessory seen here or the animal seen here,Boa
